name,style,weight,filename,post_script_name,full_name,copyright
Saira Condensed,normal,300,SairaCondensed-Light.ttf,SairaCondensed-Light,Saira Condensed Light,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Condensed,normal,400,SairaCondensed-Regular.ttf,SairaCondensed-Regular,Saira Condensed Regular,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Condensed,normal,500,SairaCondensed-Medium.ttf,SairaCondensed-Medium,Saira Condensed Medium,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Condensed,normal,600,SairaCondensed-SemiBold.ttf,SairaCondensed-SemiBold,Saira Condensed SemiBold,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Condensed,normal,700,SairaCondensed-Bold.ttf,SairaCondensed-Bold,Saira Condensed Bold,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Condensed,normal,800,SairaCondensed-ExtraBold.ttf,SairaCondensed-ExtraBold,Saira Condensed ExtraBold,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Condensed,normal,900,SairaCondensed-Black.ttf,SairaCondensed-Black,Saira Condensed Black,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Extra Condensed,normal,100,SairaExtraCondensed-Thin.ttf,SairaExtraCondensed-Thin,Saira ExtraCondensed Thin,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Extra Condensed,normal,200,SairaExtraCondensed-ExtraLight.ttf,SairaExtraCondensed-ExtraLight,Saira ExtraCondensed ExtraLight,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Extra Condensed,normal,300,SairaExtraCondensed-Light.ttf,SairaExtraCondensed-Light,Saira ExtraCondensed Light,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Extra Condensed,normal,400,SairaExtraCondensed-Regular.ttf,SairaExtraCondensed-Regular,Saira ExtraCondensed Regular,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Extra Condensed,normal,500,SairaExtraCondensed-Medium.ttf,SairaExtraCondensed-Medium,Saira ExtraCondensed Medium,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Extra Condensed,normal,600,SairaExtraCondensed-SemiBold.ttf,SairaExtraCondensed-SemiBold,Saira ExtraCondensed SemiBold,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Extra Condensed,normal,700,SairaExtraCondensed-Bold.ttf,SairaExtraCondensed-Bold,Saira ExtraCondensed Bold,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Extra Condensed,normal,800,SairaExtraCondensed-ExtraBold.ttf,SairaExtraCondensed-ExtraBold,Saira ExtraCondensed ExtraBold,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Extra Condensed,normal,900,SairaExtraCondensed-Black.ttf,SairaExtraCondensed-Black,Saira ExtraCondensed Black,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Semi Condensed,normal,100,SairaSemiCondensed-Thin.ttf,SairaSemiCondensed-Thin,Saira SemiCondensed Thin,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Semi Condensed,normal,200,SairaSemiCondensed-ExtraLight.ttf,SairaSemiCondensed-ExtraLight,Saira SemiCondensed ExtraLight,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Semi Condensed,normal,300,SairaSemiCondensed-Light.ttf,SairaSemiCondensed-Light,Saira SemiCondensed Light,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Semi Condensed,normal,400,SairaSemiCondensed-Regular.ttf,SairaSemiCondensed-Regular,Saira SemiCondensed Regular,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Semi Condensed,normal,500,SairaSemiCondensed-Medium.ttf,SairaSemiCondensed-Medium,Saira SemiCondensed Medium,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Semi Condensed,normal,600,SairaSemiCondensed-SemiBold.ttf,SairaSemiCondensed-SemiBold,Saira SemiCondensed SemiBold,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Semi Condensed,normal,700,SairaSemiCondensed-Bold.ttf,SairaSemiCondensed-Bold,Saira SemiCondensed Bold,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Semi Condensed,normal,800,SairaSemiCondensed-ExtraBold.ttf,SairaSemiCondensed-ExtraBold,Saira SemiCondensed ExtraBold,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Semi Condensed,normal,900,SairaSemiCondensed-Black.ttf,SairaSemiCondensed-Black,Saira SemiCondensed Black,"Copyright 2016 The Saira Project Authors (omnibus.type@gmail.com), with reserved font name \Saira\."
Saira Stencil One,normal,400,SairaStencilOne-Regular.ttf,SairaStencilOne-Regular,Saira Stencil One Regular,Copyright 2019 The Saira Stencil Project Authors (https://github.com/Omnibus-Type/Saira)
Salsa,normal,400,Salsa-Regular.ttf,Salsa-Regular,Salsa-Regular,"Copyright (c) 2011 by John Vargas Beltrn (john.vargasbeltran@gmail.com), with Reserved Font Name Salsa."
Sanchez,normal,400,Sanchez-Regular.ttf,Sanchez-Regular,Sanchez,"Copyright (c) 2012, LatinoType (luciano@latinotype.com), with Reserved Font Names 'Sanchez'"
Sanchez,italic,400,Sanchez-Italic.ttf,Sanchez-Italic,Sanchez Italic,"Copyright (c) 2012, LatinoType (luciano@latinotype.com), with Reserved Font Names 'Sanchez'"
Sancreek,normal,400,Sancreek-Regular.ttf,Sancreek-Regular,Sancreek Regular,"Copyright (c) 2011 by vernon adams (vern@newtypography.co.uk), with Reserved Font Names \Sancreek\"
Sansation,normal,300,Sansation-Light.ttf,Sansation-Light,Sansation Light,"Copyright (c) 2011 by Bernd Montag (berndmontag@gmx.de), with Reserved Font Name 'Sansation'"
Sansation,italic,300,Sansation-LightItalic.ttf,Sansation-LightItalic,Sansation Light Italic,"Copyright (c) 2011 by Bernd Montag (berndmontag@gmx.de), with Reserved Font Name 'Sansation'"
Sansation,normal,400,Sansation-Regular.ttf,Sansation-Regular,Sansation Regular,"Copyright (c) 2011 by Bernd Montag (berndmontag@gmx.de), with Reserved Font Name 'Sansation'"
Sansation,italic,400,Sansation-Italic.ttf,Sansation-Italic,Sansation Italic,"Copyright (c) 2011 by Bernd Montag (berndmontag@gmx.de), with Reserved Font Name 'Sansation'"
Sansation,normal,700,Sansation-Bold.ttf,Sansation-Bold,Sansation Bold,"Copyright (c) 2011 by Bernd Montag (berndmontag@gmx.de), with Reserved Font Name 'Sansation'"
Sansation,italic,700,Sansation-BoldItalic.ttf,Sansation-BoldItalic,Sansation Bold Italic,"Copyright (c) 2011 by Bernd Montag (berndmontag@gmx.de), with Reserved Font Name 'Sansation'"
Sansita,normal,400,Sansita-Regular.ttf,Sansita-Regular,Sansita Regular,Copyright 2016 The Sansita Project Authors (omnibus.type@gmail.com)
Sansita,italic,400,Sansita-Italic.ttf,Sansita-Italic,Sansita Italic,Copyright 2016 The Sansita Project Authors (omnibus.type@gmail.com)
Sansita,normal,700,Sansita-Bold.ttf,Sansita-Bold,Sansita Bold,Copyright 2016 The Sansita Project Authors (omnibus.type@gmail.com)
Sansita,italic,700,Sansita-BoldItalic.ttf,Sansita-BoldItalic,Sansita Bold Italic,Copyright 2016 The Sansita Project Authors (omnibus.type@gmail.com)
Sansita,normal,800,Sansita-ExtraBold.ttf,Sansita-ExtraBold,Sansita ExtraBold,Copyright 2016 The Sansita Project Authors (omnibus.type@gmail.com)
Sansita,italic,800,Sansita-ExtraBoldItalic.ttf,Sansita-ExtraBoldItalic,Sansita ExtraBold Italic,Copyright 2016 The Sansita Project Authors (omnibus.type@gmail.com)
Sansita,normal,900,Sansita-Black.ttf,Sansita-Black,Sansita Black,Copyright 2016 The Sansita Project Authors (omnibus.type@gmail.com)
Sansita,italic,900,Sansita-BlackItalic.ttf,Sansita-BlackItalic,Sansita Black Italic,Copyright 2016 The Sansita Project Authors (omnibus.type@gmail.com)
Sansita One,normal,400,SansitaOne-Regular.ttf,SansitaOne-Regular,Sansita One Regular,"Copyright (c) 2011 by Omnibus-Type (www.omnibus-type.com omnibus.type@gmail.com), with Reserved Font Name \Sansita One\."
Sarabun,normal,100,Sarabun-Thin.ttf,Sarabun-Thin,Sarabun Thin,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,italic,100,Sarabun-ThinItalic.ttf,Sarabun-ThinItalic,Sarabun Thin Italic,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,normal,200,Sarabun-ExtraLight.ttf,Sarabun-ExtraLight,Sarabun ExtraLight,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,italic,200,Sarabun-ExtraLightItalic.ttf,Sarabun-ExtraLightItalic,Sarabun ExtraLight Italic,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,normal,300,Sarabun-Light.ttf,Sarabun-Light,Sarabun Light,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,italic,300,Sarabun-LightItalic.ttf,Sarabun-LightItalic,Sarabun Light Italic,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,normal,400,Sarabun-Regular.ttf,Sarabun-Regular,Sarabun Regular,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,italic,400,Sarabun-Italic.ttf,Sarabun-Italic,Sarabun Italic,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,normal,500,Sarabun-Medium.ttf,Sarabun-Medium,Sarabun Medium,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,italic,500,Sarabun-MediumItalic.ttf,Sarabun-MediumItalic,Sarabun Medium Italic,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,normal,600,Sarabun-SemiBold.ttf,Sarabun-SemiBold,Sarabun SemiBold,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,italic,600,Sarabun-SemiBoldItalic.ttf,Sarabun-SemiBoldItalic,Sarabun SemiBold Italic,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,normal,700,Sarabun-Bold.ttf,Sarabun-Bold,Sarabun Bold,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,italic,700,Sarabun-BoldItalic.ttf,Sarabun-BoldItalic,Sarabun Bold Italic,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,normal,800,Sarabun-ExtraBold.ttf,Sarabun-ExtraBold,Sarabun ExtraBold,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarabun,italic,800,Sarabun-ExtraBoldItalic.ttf,Sarabun-ExtraBoldItalic,Sarabun ExtraBold Italic,Copyright 2018 The Sarabun Project Authors (https://github.com/cadsondemak/Sarabun)
Sarala,normal,400,Sarala-Regular.ttf,Sarala-Regular,Sarala,Copyright 2015 by Andres Torresi. All rights reserved.
Sarala,normal,700,Sarala-Bold.ttf,Sarala-Bold,Sarala Bold,Copyright 2015 by Andres Torresi. All rights reserved.
Sarina,normal,400,Sarina-Regular.ttf,Sarina-Regular,Sarina,"Copyright (c) 2011, Sorkin Type Co (www.sorkintype.com eben@eyebytes.com) with Reserved Font Name \Sarina\."
Sarpanch,normal,400,Sarpanch-Regular.ttf,Sarpanch-Regular,Sarpanch Regular,Copyright (c) 2014 Indian Type Foundry (info@indiantypefoundry.com)
Sarpanch,normal,500,Sarpanch-Medium.ttf,Sarpanch-Medium,Sarpanch Medium,Copyright (c) 2014 Indian Type Foundry (info@indiantypefoundry.com)
Sarpanch,normal,600,Sarpanch-SemiBold.ttf,Sarpanch-SemiBold,Sarpanch SemiBold,Copyright (c) 2014 Indian Type Foundry (info@indiantypefoundry.com)
Sarpanch,normal,700,Sarpanch-Bold.ttf,Sarpanch-Bold,Sarpanch Bold,Copyright (c) 2014 Indian Type Foundry (info@indiantypefoundry.com)
Sarpanch,normal,800,Sarpanch-ExtraBold.ttf,Sarpanch-ExtraBold,Sarpanch ExtraBold,Copyright (c) 2014 Indian Type Foundry (info@indiantypefoundry.com)
Sarpanch,normal,900,Sarpanch-Black.ttf,Sarpanch-Black,Sarpanch Black,Copyright (c) 2014 Indian Type Foundry (info@indiantypefoundry.com)
Scada,normal,400,Scada-Regular.ttf,Scada-Regular,Scada Regular,Copyright 2012 The Scada Project Authors (lemonad@jovanny.ru)
Scada,italic,400,Scada-Italic.ttf,Scada-Italic,Scada Italic,Copyright 2012 The Scada Project Authors (lemonad@jovanny.ru)
Scada,normal,700,Scada-Bold.ttf,Scada-Bold,Scada Bold,Copyright 2012 The Scada Project Authors (lemonad@jovanny.ru)
Scada,italic,700,Scada-BoldItalic.ttf,Scada-BoldItalic,Scada Bold Italic,Copyright 2012 The Scada Project Authors (lemonad@jovanny.ru)
Scheherazade,normal,400,Scheherazade-Regular.ttf,Scheherazade-Regular,Scheherazade,Copyright (c) 1994 - 2015 by SIL International. All rights reserved.
Scheherazade,normal,700,Scheherazade-Bold.ttf,Scheherazade-Bold,Scheherazade Bold,Copyright (c) 1994-2015 SIL International. All rights reserved.
Scope One,normal,400,ScopeOne-Regular.ttf,ScopeOne-Regular,Scope One Regular,Copyright 2015 Dalton Maag Ltd (info@daltonmaag.com)
Seaweed Script,normal,400,SeaweedScript-Regular.ttf,SeaweedScript-Regular,Seaweed Script,"Copyright (c) 2012 by Font Diner, Inc DBA Neapolitan (diner@fontdiner.com) with Reseved Font Name \Seaweed Script\"
Secular One,normal,400,SecularOne-Regular.ttf,SecularOne-Regular,Secular One Regular,Copyright 2016 Michal Sahar. All rights reserved.
Sedan,normal,400,Sedan-Regular.ttf,Sedan-Regular,Sedan,"Copyright (c) 2012, Sebastian Salazar (sebotas26@hotmail.com), with Reserved Font Name 'Sedan'"
Sedan,italic,400,Sedan-Italic.ttf,Sedan-Italic,Sedan Italic,"Copyright (c) 2012, Sebastian Salazar (sebotas26@hotmail.com), with Reserved Font Name 'Sedan'"
Sedan SC,normal,400,SedanSC-Regular.ttf,SedanSC-Regular,Sedan SC,"Copyright (c) 2012, Sebastian Salazar (sebotas26@hotmail.com), with Reserved Font Name 'Sedan'"
Sedgwick Ave,normal,400,SedgwickAve-Regular.ttf,SedgwickAve-Regular,Sedgwick Ave Regular,Copyright 2017 The Sedgwick Ave Project Authors (https://github.com/googlefonts/sedgwickave)
Sedgwick Ave Display,normal,400,SedgwickAveDisplay-Regular.ttf,SedgwickAveDisplay-Regular,Sedgwick Ave Display Regular,Copyright 2017 The Sedgwick Ave Project Authors (https://github.com/googlefonts/sedgwickave)
Sen,normal,400,Sen-Regular.ttf,Sen-Regular,Sen Regular,Copyright 2015 The Sen Project Authors (https://github.com/philatype/Sen)
Sen,normal,700,Sen-Bold.ttf,Sen-Bold,Sen Bold,Copyright 2015 The Sen Project Authors (https://github.com/philatype/Sen)
Sen,normal,800,Sen-ExtraBold.ttf,Sen-ExtraBold,Sen ExtraBold,Copyright 2015 The Sen Project Authors (https://github.com/philatype/Sen)
Sevillana,normal,400,Sevillana-Regular.ttf,Sevillana-Regular,Sevillana,"Copyright (c) 2011, Brownfox (gayaneh.b@gmail.com), with Reserved Font Names \Sevillana\"
Seymour One,normal,400,SeymourOne-Regular.ttf,SeymourOne,Seymour One,Copyright (c) 2011-12 by vernon adams (vern@newtypography.co.uk) with Reserved Font Names 'Seymour'. All rights reserved.
Shadows Into Light,normal,400,ShadowsIntoLight.ttf,ShadowsIntoLight,Shadows Into Light,"Copyright (c) 2010, Kimberly Geswein (kimberlygeswein.com kimberlygeswein@gmail.com)"
Shadows Into Light Two,normal,400,ShadowsIntoLightTwo-Regular.ttf,ShadowsIntoLightTwo-Regular,Shadows Into Light Two,"Copyright (c) 2012, Kimberly Geswein (kimberlygeswein@gmail.com)."
Shanti,normal,400,Shanti-Regular.ttf,Shanti,Shanti,"Copyright (c) 2011, Vernon Adams (vern@newtypography.co.uk) with Reserved Font Names 'Shanti'. All rights reserved."
Share,normal,400,Share-Regular.ttf,Share-Regular,Share Regular,"Copyright (c) 2005-2011, Carrois Type Design (carrois.com), with Reserved Font Name \Share\"
Share,italic,400,Share-Italic.ttf,Share-Italic,Share Italic,"Copyright (c) 2005-2011, Carrois Type Design (carrois.com), with Reserved Font Name \Share\"
Share,normal,700,Share-Bold.ttf,Share-Bold,Share Bold,"Copyright (c) 2005-2011, Carrois Type Design (carrois.com), with Reserved Font Name \Share\"
Share,italic,700,Share-BoldItalic.ttf,Share-BoldItalic,Share Bold Italic,"Copyright (c) 2005-2011, Carrois Type Design (carrois.com), with Reserved Font Name \Share\"
Share Tech,normal,400,ShareTech-Regular.ttf,ShareTech-Regular,Share Tech Regular,"Copyright 2012 The Share Tech Project Authors (post@carrois.com), with Reserved Font Name \'Share."
Share Tech Mono,normal,400,ShareTechMono-Regular.ttf,ShareTechMono-Regular,Share Tech Mono,"Copyright (c) 2012, Carrois Type Design, Ralph du Carrois (www.carrois.com post@carrois.com), with Reserved Font Name 'Share'"
Shojumaru,normal,400,Shojumaru-Regular.ttf,Shojumaru-Regular,Shojumaru,"Copyright (c) 2012 by Brian J. Bonislawsky DBA Astigmatic (AOETI) (astigma@astigmatic.com), with Reserved Font Name \Shojumaru\"
Short Stack,normal,400,ShortStack-Regular.ttf,ShortStack,Short Stack,"Copyright (c) 2011, Sorkin Type Co (www.sorkintype.com eben@eyebytes.com) with Reserved Font Names \Short Stack\ and \Short Stack One\."
Shrikhand,normal,400,Shrikhand-Regular.ttf,Shrikhand-Regular,Shrikhand Regular,Copyright (c) 2015 Jonny Pinhorn (jonpinhorn.typedesign@gmail.com)
Siamreap,normal,400,Siemreap.ttf,Siemreap,Siemreap,"Copyright (c) 2010, Danh Hong (khmertype.blogspot.com danhhong@gmail.com), with Reserved Font Name Khmer OS Siemreap. This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: http://scripts.sil.org/OFL"
Siemreap,normal,400,Siemreap.ttf,Siemreap,Siemreap,"Copyright (c) 2010, Danh Hong (khmertype.blogspot.com danhhong@gmail.com), with Reserved Font Name Khmer OS Siemreap. This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: http://scripts.sil.org/OFL"
Sigmar One,normal,400,SigmarOne-Regular.ttf,SigmarOne-Regular,Sigmar One Regular,Copyright 2011 The Sigmar One Project Authors (contact@sansoxygen.com)
Signika,normal,300,Signika-Light.ttf,Signika-Light,Signika Light,"Copyright (c) 2011 by Anna Giedrys (info@ancymonic.com), with Reserved Font Names \Signika\."
Signika,normal,400,Signika-Regular.ttf,Signika-Regular,Signika Regular,"Copyright (c) 2011 by Anna Giedrys (info@ancymonic.com), with Reserved Font Names \Signika\."
Signika,normal,600,Signika-SemiBold.ttf,Signika-SemiBold,Signika SemiBold,"Copyright (c) 2011 by Anna Giedrys (info@ancymonic.com), with Reserved Font Names \Signika\."
Signika,normal,700,Signika-Bold.ttf,Signika-Bold,Signika Bold,"Copyright (c) 2011 by Anna Giedrys (info@ancymonic.com), with Reserved Font Names \Signika\."
Signika Negative,normal,300,SignikaNegative-Light.ttf,SignikaNegative-Light,Signika Negative Light,"Copyright (c) 2011 by Anna Giedrys (info@ancymonic.com), with Reserved Font Names \Signika\."
Signika Negative,normal,400,SignikaNegative-Regular.ttf,SignikaNegative-Regular,Signika Negative Regular,"Copyright (c) 2011 by Anna Giedrys (info@ancymonic.com), with Reserved Font Names \Signika\."
Signika Negative,normal,600,SignikaNegative-SemiBold.ttf,SignikaNegative-SemiBold,Signika Negative SemiBold,"Copyright (c) 2011 by Anna Giedrys (info@ancymonic.com), with Reserved Font Names \Signika\."
Signika Negative,normal,700,SignikaNegative-Bold.ttf,SignikaNegative-Bold,Signika Negative Bold,"Copyright (c) 2011 by Anna Giedrys (info@ancymonic.com), with Reserved Font Names \Signika\."
Simonetta,normal,400,Simonetta-Regular.ttf,Simonetta-Regular,Simonetta Regular,"Copyright (c) 2011-2012, Brownfox (www.brownfox.org gayaneh.b@gmail.com), with Reserved Font Name \Simonetta\"
Simonetta,italic,400,Simonetta-Italic.ttf,Simonetta-Italic,Simonetta Italic,"Copyright (c) 2011-2012, Brownfox (www.brownfox.org gayaneh.b@gmail.com), with Reserved Font Name \Simonetta\"
Simonetta,normal,900,Simonetta-Black.ttf,Simonetta-Black,Simonetta Black,"Copyright (c) 2011-2012, Brownfox (www.brownfox.org gayaneh.b@gmail.com), with Reserved Font Name \Simonetta\"
Simonetta,italic,900,Simonetta-BlackItalic.ttf,Simonetta-BlackItalic,Simonetta Black Italic,"Copyright (c) 2011-2012, Brownfox (www.brownfox.org gayaneh.b@gmail.com), with Reserved Font Name \Simonetta\"
Single Day,normal,400,SingleDay-Regular.ttf,SingleDay-Regular,Single Day Regular,Copyright 2015 DXKorea Inc. All rights reserved.
Sintony,normal,400,Sintony-Regular.ttf,Sintony,Sintony,"Copyright (c) 2013, Eduardo Tunni (http://www.tipo.net.ar edu@tipo.net.ar), with Reserved Font Name 'Sintony'"
Sintony,normal,700,Sintony-Bold.ttf,Sintony-Bold,Sintony Bold,"Copyright (c) 2013, Eduardo Tunni (http://www.tipo.net.ar edu@tipo.net.ar), with Reserved Font Name 'Sintony'"
Sirin Stencil,normal,400,SirinStencil-Regular.ttf,SirinStencil-Regular,SirinStencil,"Copyright (c) 2011, Cyreal (www.cyreal.org a@cyreal.org) with Reserved Font Name \Sirin\ and \Sirin Stencil\. This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: http://scripts.sil.org/OFL"
Sitara,normal,400,Sitara-Regular.ttf,Sitara-Regular,Sitara,"Copyright (c) 2014, Neelakash Kshetrimayum (github.com/Neelakash/sitara). Copyright 2013, Google Corporation."
Sitara,italic,400,Sitara-Italic.ttf,Sitara-Italic,Sitara Italic,"Copyright (c) 2014, Neelakash Kshetrimayum (github.com/Neelakash/sitara). Copyright 2013, Google Corporation."
Sitara,normal,700,Sitara-Bold.ttf,Sitara-Bold,Sitara Bold,"Copyright (c) 2014, Neelakash Kshetrimayum (github.com/Neelakash/sitara). Copyright 2013, Google Corporation."
Sitara,italic,700,Sitara-BoldItalic.ttf,Sitara-BoldItalic,Sitara Bold Italic,"Copyright (c) 2014, Neelakash Kshetrimayum (github.com/Neelakash/sitara). Copyright 2013, Google Corporation."
Six Caps,normal,400,SixCaps.ttf,SixCaps,Six Caps,Copyright (c) 2010 by vernon adams (vern@newtypography.co.uk) with Reserved Font Names 'Six Caps'. All rights reserved.
Skranji,normal,400,Skranji-Regular.ttf,Skranji,Skranji,"Copyright (c) 2012 by Font Diner, Inc DBA Neapolitan (diner@fontdiner.com) with Reseved Font Name \Skranji\"
Skranji,normal,700,Skranji-Bold.ttf,Skranji-Bold,Skranji Bold,"Copyright (c) 2012 by Font Diner, Inc DBA Neapolitan (diner@fontdiner.com) with Reseved Font Name \Skranji Bold\"
Slabo 13px,normal,400,Slabo13px-Regular.ttf,Slabo13px-Regular,Slabo 13px,"Copyright (c) 2013, Tiro Typeworks Ltd (www.tiro.com)."
Slabo 27px,normal,400,Slabo27px-Regular.ttf,Slabo27px-Regular,Slabo 27px,"Copyright (c) 2013, Tiro Typeworks Ltd (www.tiro.com)."
Smythe,normal,400,Smythe-Regular.ttf,Smythe,Smythe,Copyright (c) 2011 by Vernon Adams (vern@newtypography.co.uk) with Reserved Font Names 'Smythe'. All rights reserved.
Sniglet,normal,400,Sniglet-Regular.ttf,Sniglet-Regular,Sniglet Regular,"Copyright (c) 2008, Haley Fiege (haley@kingdomofawesome.com), Copyright (c) 2012, Brenda Gallo (gbrenda1987@gmail.com) Copyright (c) 2013, Pablo Impallari (www.impallari.com|impallari@gmail.com), with no Reserved Font Name."
Sniglet,normal,800,Sniglet-ExtraBold.ttf,Sniglet-ExtraBold,Sniglet ExtraBold,"Copyright (c) 2008, Haley Fiege (haley@kingdomofawesome.com), Copyright (c) 2012, Brenda Gallo (gbrenda1987@gmail.com) Copyright (c) 2013, Pablo Impallari (www.impallari.com|impallari@gmail.com), with no Reserved Font Name."
Snippet,normal,400,Snippet.ttf,Snippet,Snippet,"Copyright (c) 2011 Gesine Todt (www.gesine-todt.de hallo@gesine-todt.de), with Reserved Font Name \Snippet\. This Font Software is licensed under the SIL Open Font License, Version 1.1. This license is available with a FAQ at: http://scripts.sil.org/OFL"
Snowburst One,normal,400,SnowburstOne-Regular.ttf,SnowburstOne-Regular,Snowburst One,"Copyright (c) 2011-2012, Sorkin Type Co (www.sorkintype.com eben@eyebytes.com) with Reserved Font Name 'Snowburst'"
Sofadi One,normal,400,SofadiOne-Regular.ttf,SofadiOne-Regular,Sofadi One Regular,"Copyright (c) 2011 by Botjo Nikoltchev, with Reserved Font Name \'Sofadi One\'"
Sofia,normal,400,Sofia-Regular.ttf,Sofia-Regular,Sofia,"Copyright (c) 2011 by LatinoType Limitada (info@latinotype.com), with Reserved Font Names \Sofia\"
Solway,normal,300,Solway-Light.ttf,Solway-Light,Solway Light,Copyright 2018 The Solway Project Authors (https://github.com/mashavp/Solway)
Solway,normal,400,Solway-Regular.ttf,Solway-Regular,Solway Regular,Copyright 2018 The Solway Project Authors (https://github.com/mashavp/Solway)
Solway,normal,500,Solway-Medium.ttf,Solway-Medium,Solway Medium,Copyright 2018 The Solway Project Authors (https://github.com/mashavp/Solway)
Solway,normal,700,Solway-Bold.ttf,Solway-Bold,Solway Bold,Copyright 2018 The Solway Project Authors (https://github.com/mashavp/Solway)
Solway,normal,800,Solway-ExtraBold.ttf,Solway-ExtraBold,Solway ExtraBold,Copyright 2018 The Solway Project Authors (https://github.com/mashavp/Solway)
Sometype Mono,normal,400,SometypeMono-Regular.ttf,SometypeMono-Regular,Sometype Mono Regular,Copyright 2018 The Sometype Mono Project Authors (https://github.com/dharmatype/Sometype-Mono)
Sometype Mono,italic,400,SometypeMono-Italic.ttf,SometypeMono-Italic,Sometype Mono Italic,Copyright 2018 The Sometype Mono Project Authors (https://github.com/dharmatype/Sometype-Mono)
Sometype Mono,normal,500,SometypeMono-Medium.ttf,SometypeMono-Medium,Sometype Mono Medium,Copyright 2018 The Sometype Mono Project Authors (https://github.com/dharmatype/Sometype-Mono)
Sometype Mono,italic,500,SometypeMono-MediumItalic.ttf,SometypeMono-MediumItalic,Sometype Mono Medium Italic,Copyright 2018 The Sometype Mono Project Authors (https://github.com/dharmatype/Sometype-Mono)
Sometype Mono,normal,700,SometypeMono-Bold.ttf,SometypeMono-Bold,Sometype Mono Bold,Copyright 2018 The Sometype Mono Project Authors (https://github.com/dharmatype/Sometype-Mono)
Sometype Mono,italic,700,SometypeMono-BoldItalic.ttf,SometypeMono-BoldItalic,Sometype Mono Bold Italic,Copyright 2018 The Sometype Mono Project Authors (https://github.com/dharmatype/Sometype-Mono)
